"account_id","loan_loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","acc_district_id","acc_frequency","day_before_loan","sum_amount","sum_amount_in","sum_amount_out","sum_out_household","sum_out_insurance","sum_in_interest_credited","sum_out_payment_for_statement","sum_out_sanction_interest_neg_bal","count_out_sanction_interest_neg_bal","count_monthly_payment_trans","current_monthly_payment_amount_out","current_monthly_payment_out_household","current_monthly_payment_out_insurance","current_monthly_payment_out_payment_for_statement","current_monthly_payment_in_interest_credited","sum_other_sum_amount","sum_other_sum_amount_in","sum_other_sum_amount_out","count_other_trans","latest_balance"
4825,5980,1995-08-18,21396,12,1783,"A",15,"monthly",440,1938.1,1792.1,146,0,0,1792.1,146,0,0,24,14.6,0,0,14.6,136.6,360328,191732,168596,54,24782
4851,5988,1996-08-22,141648,24,5902,"A",52,"monthly",200,753.2,753.2,0,0,0,753.2,0,0,0,5,0,0,0,0,264.5,253157,170557,82600,13,88710.1
4852,5989,1996-03-04,213300,36,5925,"C",47,"monthly",326,25261.9,1204.3,24057.6,23970,0,1204.3,87.6,0,0,21,4808.6,4794,0,14.6,106.1,194820,122500,72320,38,27341.3
4858,5991,1998-07-27,335184,48,6983,"D",67,"monthly",401,4033.2,3905.4,127.8,0,0,3905.4,116.8,11,2,34,25.6,0,0,14.6,124.4,1161776,587200,574576,54,16401.1
4863,5992,1997-03-18,76080,12,6340,"A",5,"monthly",371,28568,2065.8,26502.2,26400,0,2065.8,102.2,0,0,26,3314.6,3300,0,14.6,194.8,898932,497146,401786,55,70923.6
4894,5997,1993-11-04,117024,24,4876,"A",14,"monthly",137,573.5,573.5,0,0,0,573.5,0,0,0,4,0,0,0,0,208.3,183020,117820,65200,9,53193.5
4907,5999,1996-01-03,98832,48,2059,"C",42,"monthly",696,80609.7,3273.3,77336.4,70884,6175,3273.3,277.4,0,0,79,4277.6,3938,325,14.6,139.5,695021,398127,296894,98,27184.4
4937,6004,1994-07-23,143904,24,5996,"A",12,"monthly",518,46496.3,3285.3,43211,42992,0,3285.3,219,0,0,48,2701.6,2687,0,14.6,321.3,1231506,654884,576622,91,38336.2
4948,6006,1996-11-15,359760,60,5996,"C",43,"monthly",475,19862.3,963.9,18898.4,18840,0,963.9,58.4,0,0,16,4724.6,4710,0,14.6,54.8,368090,212992,155098,32,39959.4
4949,6007,1997-08-30,289920,48,6040,"C",33,"monthly",320,1979.4,1906.4,73,0,0,1906.4,73,0,0,14,14.6,0,0,14.6,180.1,745328,399028,346300,31,54561.4
4969,6010,1997-03-06,150180,60,2503,"C",60,"weekly",199,8899.2,590.2,8309,8309,0,590.2,0,0,0,4,8309,8309,0,0,284.3,221349,154149,67200,12,79230.1
4981,6011,1996-11-28,179328,48,3736,"C",54,"monthly",311,31097.8,1444.8,29653,29580,0,1444.8,73,0,0,20,4944.6,4930,0,14.6,177.5,433563,248923,184640,32,36074.7
4994,6012,1996-08-03,258444,36,7179,"C",1,"weekly",205,1080.1,1080.1,0,0,0,1080.1,0,0,0,5,0,0,0,0,206.4,137812,95312,42500,11,53892.1
4995,6013,1996-02-03,128988,36,3583,"D",20,"weekly",551,2903.6,2603.5,300.1,0,0,2603.5,300,0.1,1,29,30,0,0,30,95.2,617235,312306,304929,53,9680.2
4999,6014,1997-05-18,165168,36,4588,"C",1,"monthly",461,79285.7,1831.7,77454,77308,0,1831.7,146,0,0,35,7042.6,7028,0,14.6,112.8,780308,440795,339513,62,25659.5
5001,6015,1996-11-09,110112,24,4588,"A",53,"monthly",330,58545.7,2691.5,55854.2,55752,0,2691.5,102.2,0,0,23,9306.6,9292,0,14.6,299.9,1354701,757361,597340,59,135658.1
5033,6019,1996-07-25,11400,12,950,"A",54,"monthly",357,33430.8,1200.6,32230.2,14560,17568,1200.6,102.2,0,0,34,4030.6,1820,2196,14.6,119.3,154006,106428,47578,43,27820.2
5066,6027,1996-02-10,61656,24,2569,"B",13,"weekly",167,475.5,475.5,0,0,0,475.5,0,0,0,3,0,0,0,0,241.1,191620,125420,66200,9,59695.5
5072,6028,1997-02-09,317520,60,5292,"C",6,"monthly",303,18095,2302.4,15792.6,9315,6390,2302.4,87.6,0,0,27,2942.6,1863,1065,14.6,231.4,477127,264648,212479,46,38678.7
5118,6037,1997-05-04,53232,48,1109,"C",72,"monthly",638,55552.6,2689.4,52863.2,52615,0,2689.4,248.2,0,0,55,3109.6,3095,0,14.6,139.9,354618.5,220202.5,134416,95,35612.5
5120,6038,1994-08-10,323472,48,6739,"A",1,"monthly",415,16817.9,1690.3,15127.6,15040,0,1690.3,87.6,0,0,20,3022.6,3008,0,14.6,230,691237,386927,304310,37,72386.4
5126,6043,1996-01-11,20352,48,424,"C",58,"monthly",283,22327.6,1214.6,21113,21040,0,1214.6,73,0,0,19,4222.6,4208,0,14.6,144.2,150940,96060,54880,29,21281.5
5133,6044,1998-01-27,57060,12,4755,"C",68,"weekly",415,32053.5,2450.5,29603,2002,27391,2450.5,210,0,0,34,4229,286,3913,30,156.6,777181,440388,336793,52,84842.4
5164,6052,1998-03-23,22356,36,621,"C",5,"monthly",314,30938.7,1024.1,29914.6,29827,0,1024.1,87.6,0,0,23,4275.6,4261,0,14.6,81.4,128904,87504,41400,31,17213.5
5180,6054,1998-07-16,58764,12,4897,"C",54,"monthly",507,1773.4,1758.8,14.6,0,0,1758.8,14.6,0,0,13,14.6,0,0,14.6,248.1,313274,183351,129923,21,55172
5181,6055,1997-04-28,399120,60,6652,"C",75,"monthly",450,2051.7,1964.1,87.6,0,0,1964.1,87.6,0,0,17,14.6,0,0,14.6,109.8,508461,262583,245878,43,18581.6
5196,6059,1997-12-28,79824,12,6652,"A",13,"weekly",182,24600.8,795.8,23805,23715,0,795.8,90,0,0,11,7935,7905,0,30,172.7,423479,242279,181200,20,38069.7
5213,6063,1996-04-25,320976,48,6687,"D",1,"monthly",251,2554.9,2511.1,43.8,0,0,2511.1,43.8,0,0,17,14.6,0,0,14.6,336.6,752143,398069,354074,33,46462.2
5215,6064,1994-08-04,14628,12,1219,"A",55,"monthly",399,4901.6,1778.2,3123.4,16,2976,1778.2,131.4,0,0,38,388.6,2,372,14.6,160.7,412588,224418,188170,64,34917.4
5228,6066,1994-07-11,173808,24,7242,"A",77,"after_transaction",383,3852.9,3052.9,800,0,0,3052.9,800,0,0,20,100,0,0,100,339.6,1300891,696535,604356,55,94431.9
5256,6072,1994-05-10,193968,36,5388,"A",72,"after_transaction",197,1654,1554,100,0,0,1554,100,0,0,9,100,0,0,100,745.7,489926,284626,205300,20,80780
5263,6073,1996-11-12,276300,60,4605,"C",64,"monthly",487,45218.4,1607.8,43610.6,43450,0,1607.8,160.6,0,0,37,3964.6,3950,0,14.6,130.7,240421,155001,85420,55,27578.1
5267,6075,1997-11-26,129312,24,5388,"D",4,"monthly",684,3874.2,3533,341.2,0,0,3533,306.6,34.6,2,45,14.6,0,0,14.6,151.1,1902063,985194,916869,107,71516.6
5269,6076,1997-02-02,117420,60,1957,"C",49,"monthly",213,2951.4,1321.6,1629.8,1586,0,1321.6,43.8,0,0,12,807.6,793,0,14.6,148.6,293488,159168,134320,31,24539.8
5270,6077,1993-11-22,79608,24,3317,"A",44,"monthly",313,2956,2868.4,87.6,0,0,2868.4,87.6,0,0,16,14.6,0,0,14.6,373.7,929863,515414,414449,37,103745.7
5283,6078,1998-09-09,170832,48,3559,"C",15,"monthly",356,70101.9,2456.7,67645.2,67543,0,2456.7,102.2,0,0,25,9663.6,9649,0,14.6,260.7,969414,543364,426050,40,52125.4
5305,6083,1998-03-31,240528,48,5011,"C",47,"monthly",561,2915.2,2725.4,189.8,0,0,2725.4,189.8,0,0,30,14.6,0,0,14.6,126,1174724,591305,583419,61,10421.7
5313,6087,1994-02-27,300660,60,5011,"C",40,"monthly",304,35112,1294,33818,28955,4790,1294,73,0,0,24,6763.6,5791,958,14.6,82.3,647495,356969,290526,42,33918.9
5317,6088,1997-03-07,90180,36,2505,"C",28,"monthly",138,435,435,0,0,0,435,0,0,0,4,0,0,0,0,152.3,110331,73231,37100,9,36566
5358,6095,1997-01-24,68340,60,1139,"C",4,"monthly",617,141306.6,3222.6,138084,137865,0,3222.6,219,0,0,49,9205.6,9191,0,14.6,189.7,889578,535298,354280,65,60756.7
5362,6097,1997-08-21,202848,48,4226,"C",76,"weekly",349,53467,1953,51514,51304,0,1953,210,0,0,26,6443,6413,0,30,100.4,610945,347154,263791,48,33802
5385,6103,1994-04-07,149340,60,2489,"C",44,"weekly",321,53783.3,1079.3,52704,52524,0,1079.3,180,0,0,22,8784,8754,0,30,92.4,269829,172496,97333,34,23568.3
5395,6104,1997-09-05,158184,36,4394,"C",47,"monthly",497,3180.2,2961.2,219,0,0,2961.2,219,0,0,32,14.6,0,0,14.6,121.7,778537,402307,376230,63,28833.7
5422,6109,1996-06-03,368880,60,6148,"C",66,"monthly",590,41055.1,4534.9,36520.2,13312,22960,4534.9,248.2,0,0,69,2281.6,832,1435,14.6,299.4,2065428,1101563,963865,113,105727
5428,6111,1993-09-24,174744,24,7281,"B",24,"monthly",163,19491.4,847.6,18643.8,18600,0,847.6,43.8,0,0,12,4714.6,4700,0,14.6,86.4,350363,213150,137213,20,58140.9
5442,6112,1994-06-17,174744,24,7281,"B",34,"monthly",452,129616.1,1632.5,127983.6,113540,14238,1632.5,204.4,1.2,3,60,9142,8110,1017,14.6,33.3,740708,436995,303713,58,6930.8
5445,6113,1997-10-01,78696,36,2186,"C",72,"monthly",224,4910.4,939.6,3970.8,2055,1872,939.6,43.8,0,0,16,1338.2,685,624,29.2,314.5,168016,103670,64346,25,36307.5
5477,6118,1997-10-04,349392,48,7279,"C",57,"monthly",657,106813.3,5093.1,101720.2,101472,0,5093.1,248.2,0,0,55,6356.6,6342,0,14.6,320.7,1724693,942678,782015,90,64050.3
5481,6120,1994-09-11,209184,48,4358,"A",52,"monthly",391,2123.4,2006.6,116.8,0,0,2006.6,116.8,0,0,20,14.6,0,0,14.6,170.1,979675,511020,468655,48,44254.7
5541,6130,1996-07-18,32640,48,680,"C",43,"monthly",482,36056.3,1641.7,34414.6,34254,0,1641.7,160.6,0,0,37,3128.6,3114,0,14.6,127.6,260629,156101,104528,70,18800
5572,6136,1998-04-19,140880,60,2348,"C",15,"monthly",251,47397.2,2082.8,45314.4,45256,0,2082.8,58.4,0,0,16,11328.6,11314,0,14.6,89.7,417669,237330,180339,27,13759.2
5574,6137,1996-04-10,44628,12,3719,"A",13,"weekly",636,194252.8,3724.8,190528,190048,0,3724.8,480,0,0,52,11908,11878,0,30,239.5,1884507,1075875,808632,94,80439.7
5591,6142,1997-01-21,221880,60,3698,"C",9,"monthly",311,5575.5,1494.5,4081,1938,2070,1494.5,73,0,0,26,682.6,323,345,14.6,172.7,451012,246256,204756,45,41785.4
5593,6144,1996-08-09,44376,12,3698,"A",15,"monthly",164,25211.1,971.3,24239.8,24196,0,971.3,43.8,0,0,12,6063.6,6049,0,14.6,253.1,572752,332131,240621,27,68241.5
5602,6147,1997-12-28,177504,48,3698,"C",19,"after_transaction",536,4346.4,2746.4,1600,0,0,2746.4,1600,0,0,33,100,0,0,100,81.6,826569,422702,403867,53,19981.3
5622,6150,1994-11-02,83016,12,6918,"A",70,"monthly",632,119811.1,5662.3,114148.8,113886,0,5662.3,262.8,0,0,57,6341.6,6327,0,14.6,302.5,2509442,1342667,1166775,139,93620.2
5628,6151,1995-04-25,225420,60,3757,"C",61,"monthly",312,1120.5,1047.5,73,0,0,1047.5,73,0,0,14,14.6,0,0,14.6,118.1,276949,154189,122760,37,32403.4
5632,6153,1995-07-25,285600,60,4760,"C",5,"weekly",252,1380.3,1200.3,180,0,0,1200.3,180,0,0,13,30,0,0,30,221,508794,267984,240810,36,28194.4
5650,6157,1995-07-10,98592,24,4108,"A",10,"after_transaction",183,22566.9,1306.9,21260,21060,0,1306.9,200,0,0,10,10630,10530,0,100,288.2,258425,161125,97300,16,62671.9
5698,6168,1998-11-21,99216,36,2756,"C",1,"monthly",443,94375.6,3178.8,91196.8,91080,0,3178.8,116.8,0,0,31,10134.6,10120,0,14.6,181.8,996193,557511,438682,55,30810.9
5700,6169,1995-03-16,103680,60,1728,"D",42,"monthly",604,2363.2,2144.2,219,0,0,2144.2,219,0,0,34,14.6,0,0,14.6,99.1,422342.5,225322.5,197020,75,30227.6
5724,6173,1997-01-08,232560,48,4845,"C",14,"after_transaction",630,52453.9,3566.9,48887,43072,4215,3566.9,1600,0,0,67,3073,2692,281,100,221.1,1217806,654440,563366,109,45754
5735,6175,1996-02-21,290700,60,4845,"D",52,"monthly",392,3165.1,2980,185.1,0,0,2980,175.2,9.9,1,26,24.5,0,0,14.6,21,1424292,716536,707756,74,11574.8
5742,6178,1995-12-16,232560,48,4845,"C",74,"after_transaction",164,1641.6,1341.6,300,0,0,1341.6,300,0,0,8,100,0,0,100,350.3,351160,195681,155479,19,41243.5
5774,6185,1995-11-28,31176,24,1299,"A",1,"monthly",173,2387.3,959.7,1427.6,1413,0,959.7,14.6,0,0,7,1427.6,1413,0,14.6,256,205241,128178,77063,16,50647.1
5794,6190,1996-05-06,123600,60,2060,"C",70,"monthly",297,1451,1348.8,102.2,0,0,1348.8,102.2,0,0,17,14.6,0,0,14.6,56,445493,229876,215617,32,15505.6
5837,6196,1997-09-14,177804,36,4939,"C",5,"monthly",423,2773.9,2613.3,160.6,0,0,2613.3,160.6,0,0,24,14.6,0,0,14.6,209.3,1221328,632586,588742,67,46296.7
5891,6202,1994-04-18,65184,12,5432,"A",54,"monthly",448,2619.5,2473.5,146,0,0,2473.5,146,0,0,24,14.6,0,0,14.6,176.4,979140,522404,456736,58,67995.4
5912,6207,1998-06-23,184620,60,3077,"C",45,"monthly",606,150684.4,2775.4,147909,147690,0,2775.4,219,0,0,49,9860.6,9846,0,14.6,154.8,658931,421544,237387,64,39023.4
5927,6210,1994-06-06,87216,48,1817,"B",15,"monthly",192,11381.5,1252.3,10129.2,10100,0,1252.3,29.2,0,0,16,6114.6,6100,0,14.6,253.6,121984,76276,45708,17,21705.9
5944,6215,1998-06-18,78720,48,1640,"C",27,"monthly",377,40055.9,2459.1,37596.8,37480,0,2459.1,116.8,0,0,28,4699.6,4685,0,14.6,229.7,521558,311458,210100,43,66220.2
5952,6216,1994-09-30,141240,24,5885,"A",50,"monthly",388,60677.3,3180.5,57496.8,24224,33156,3180.5,116.8,0,0,37,6726.6,3028,3684,14.6,190.7,892348,496268,396080,65,45871.6
5991,6223,1994-11-03,61056,48,1272,"A",1,"monthly",347,13539.7,1569.5,11970.2,11868,0,1569.5,102.2,0,0,24,1992.6,1978,0,14.6,133.9,347826,195876,151950,40,33525.3
6030,6227,1995-03-04,28248,24,1177,"A",47,"monthly",557,3396.5,3192.1,204.4,0,0,3192.1,204.4,0,0,32,14.6,0,0,14.6,180.3,759101.5,394921.5,364180,62,33729.1
6034,6228,1993-12-01,464520,60,7742,"B",6,"weekly",257,1959.3,1749.3,210,0,0,1749.3,210,0,0,16,60,0,0,60,399.6,904875,495353,409522,52,101797.3
6040,6229,1994-10-02,11736,24,489,"A",1,"monthly",528,102312.2,2672.4,99639.8,34255,65195,2672.4,189.8,0,0,56,7664.6,2635,5015,14.6,137,700056,412004,288052,77,26984.4
6051,6232,1994-07-08,276660,36,7685,"B",56,"monthly",314,22715.6,728,21987.6,21900,0,728,87.6,0,0,23,2414.6,2400,0,14.6,89.5,180243,110643,69600,35,19783.2
6061,6234,1998-05-28,5148,12,429,"C",1,"monthly",446,79363,2542.6,76820.4,76689,0,2542.6,131.4,0,0,31,8535.6,8521,0,14.6,201.7,520935,322255,198680,49,49297.2
6062,6235,1998-04-19,321360,60,5356,"C",24,"monthly",599,173839.6,3892.6,169947,169728,0,3892.6,219,0,0,50,10622.6,10608,0,14.6,171.7,1414316,816147,598169,90,51923.7
6075,6237,1998-01-06,407952,48,8499,"D",19,"monthly",478,35319.1,958.5,34360.6,34200,0,958.5,160.6,0,0,36,14.6,0,0,14.6,53,234086,139126,94960,42,10778.5
6083,6239,1997-09-28,360864,48,7518,"D",6,"weekly",374,83804.4,3164.4,80640,80400,0,3164.4,240,0,0,34,8330,8300,0,30,273.3,1129911,617385,512526,52,27383.2
6097,6242,1997-10-22,26208,36,728,"C",29,"monthly",129,291.8,291.8,0,0,0,291.8,0,0,0,3,0,0,0,0,138.6,53556,45456,8100,9,37647.8
6118,6244,1995-01-08,270648,36,7518,"B",1,"weekly",307,38739.6,4329.6,34410,34200,0,4329.6,210,0,0,33,30,0,0,30,725.1,894277,487677,406600,39,50996.5
6138,6249,1997-07-30,67608,24,2817,"C",54,"monthly",189,11397,513.4,10883.6,10869,0,513.4,14.6,0,0,7,10883.6,10869,0,14.6,127.2,201976,114776,87200,16,17205.7
6148,6253,1994-11-04,59760,24,2490,"A",74,"monthly",312,40859.4,1536.8,39322.6,39235,0,1536.8,87.6,0,0,21,7861.6,7847,0,14.6,186,407079,242999,164080,33,41133.1
6157,6254,1997-12-28,247920,48,5165,"C",34,"monthly",412,98068.6,2707.2,95361.4,95230,0,2707.2,131.4,0,0,31,9537.6,9523,0,14.6,338.5,824088,468401,355687,52,20059.8
6158,6255,1997-02-08,247920,48,5165,"D",67,"monthly",271,420,420,0,0,0,420,0,0,0,4,0,0,0,0,131.5,45770,34670,11100,11,23990.1
6226,6272,1994-12-20,398640,60,6644,"C",74,"weekly",512,3948.8,3588.8,360,0,0,3588.8,360,0,0,28,30,0,0,30,219.8,1419606,737847,681759,58,59316.9
6265,6278,1997-06-10,87360,24,3640,"C",5,"monthly",221,45508.7,1777.1,43731.6,43644,0,1777.1,87.6,0,0,18,7288.6,7274,0,14.6,318.8,1083529,591988,491541,51,58492.3
6273,6279,1994-06-07,87360,24,3640,"A",38,"monthly",321,1613.4,1584.2,29.2,0,0,1584.2,29.2,0,0,12,14.6,0,0,14.6,138.1,242755,135129,107626,18,29057.9
6289,6283,1996-08-11,85632,48,1784,"C",64,"monthly",494,4224.9,4078.9,146,0,0,4078.9,146,0,0,25,14.6,0,0,14.6,315.4,1290520,693263,597257,60,99938.7
6353,6294,1995-02-12,79920,60,1332,"C",26,"monthly",443,8487.1,2481.1,6006,5860,0,2481.1,146,0,0,34,600.6,586,0,14.6,210.3,723716.5,379256.5,344460,61,31271.6
6358,6296,1996-08-06,270384,48,5633,"C",3,"monthly",437,133324.1,2418.1,130906,130760,0,2418.1,146,0,0,34,13090.6,13076,0,14.6,114.9,945781,566052,379729,53,57835.1
6363,6297,1994-10-25,17508,12,1459,"A",74,"monthly",450,2279.1,2133.1,146,0,0,2133.1,146,0,0,24,14.6,0,0,14.6,159.7,346400,196220,150180,48,48027
6397,6302,1996-09-16,181020,60,3017,"C",48,"monthly",551,2432.6,2242.8,189.8,0,0,2242.8,189.8,0,0,30,14.6,0,0,14.6,128.7,674027,357250,316777,63,45526
6400,6303,1996-02-12,72408,24,3017,"B",31,"after_transaction",126,739.9,739.9,0,0,0,739.9,0,0,0,4,0,0,0,0,210.4,181224,108424,72800,9,36363.9
6425,6306,1994-12-20,36684,12,3057,"A",31,"monthly",631,94356.4,2422.8,91933.6,91700,0,2422.8,233.6,0,0,52,7214.6,7200,0,14.6,124.1,501724,313164,188560,73,35093
6434,6309,1996-11-11,110136,24,4589,"A",1,"monthly",553,31829.8,2396.2,29433.6,29346,0,2396.2,87.6,0,0,24,4905.6,4891,0,14.6,156,702784,385284,317500,39,40746.5
6440,6310,1997-06-17,34572,12,2881,"A",1,"monthly",228,1370.5,1312.1,58.4,0,0,1312.1,58.4,0,0,10,14.6,0,0,14.6,114.7,533022,307715,225307,30,83661.6
6453,6312,1998-05-17,10944,36,304,"C",34,"monthly",659,39084,1845.8,37238.2,27252,9738,1845.8,248.2,0,0,74,2069.6,1514,541,14.6,106.3,219447.5,141937.5,77510,91,29034.9
6461,6313,1997-06-15,150912,36,4192,"C",50,"monthly",333,1991.1,1859.7,131.4,0,0,1859.7,131.4,0,0,19,14.6,0,0,14.6,190.5,678773,360391,318382,48,43737.3
6472,6315,1995-02-06,43164,12,3597,"A",61,"monthly",363,3696.7,3579.9,116.8,0,0,3579.9,116.8,0,0,20,14.6,0,0,14.6,229.5,975293,501590,473703,49,31349.9
6473,6316,1994-05-26,76908,12,6409,"B",12,"monthly",485,3303.9,3128.7,175.2,0,0,3128.7,175.2,0,0,28,14.6,0,0,14.6,209.5,1315403,663669,651734,74,14888.6
6495,6320,1998-04-28,104964,12,8747,"C",6,"monthly",644,149780.7,3245.1,146535.6,146302,0,3245.1,233.6,0,0,53,8620.6,8606,0,14.6,160.9,683164,429624,253540,71,32793.3
6505,6321,1998-10-08,38496,12,3208,"C",7,"monthly",390,2305.7,2276.5,29.2,0,0,2276.5,29.2,0,0,15,14.6,0,0,14.6,327.1,278776,184376,94400,21,92223.4
6510,6322,1997-05-06,76992,24,3208,"C",74,"monthly",139,1031.7,973.3,58.4,0,0,973.3,58.4,0,0,9,14.6,0,0,14.6,181.6,517784,284674,233110,26,52478.9
6555,6336,1994-03-31,212400,36,5900,"A",38,"weekly",391,2489.2,2219.2,270,0,0,2219.2,270,0,0,21,30,0,0,30,249.9,799922,431097,368825,50,64221.1
6592,6338,1997-08-24,390660,60,6511,"C",1,"monthly",308,88056.1,1913.9,86142.2,86040,0,1913.9,102.2,0,0,24,10769.6,10755,0,14.6,158,1187985,666585,521400,57,60956.6
6609,6342,1995-11-12,60156,36,1671,"B",16,"monthly",230,17036.7,1454.3,15582.4,15524,0,1454.3,58.4,0,0,15,3895.6,3881,0,14.6,236.1,877411,479126,398285,41,106112.8
6649,6346,1997-05-22,100260,60,1671,"C",1,"monthly",684,2875.7,2817.3,58.4,0,0,2817.3,58.4,0,0,20,14.6,0,0,14.6,257.5,610051,342553,267498,42,77813.6
6678,6350,1997-07-09,294384,48,6133,"C",54,"monthly",553,4397.5,4178.5,219,0,0,4178.5,219,0,0,33,14.6,0,0,14.6,376.4,1866438,954796,911642,96,111013.5
6686,6353,1997-12-25,116496,24,4854,"C",61,"monthly",684,3950.9,3702.7,248.2,0,0,3702.7,248.2,0,0,38,14.6,0,0,14.6,164.7,1378284,699550,678734,82,24270.5
6688,6354,1996-10-23,22968,36,638,"C",16,"monthly",120,211,211,0,0,0,211,0,0,0,3,0,0,0,0,113.2,45820,42220,3600,8,38831
6699,6355,1997-09-24,127200,48,2650,"C",35,"monthly",473,74957.6,1781.6,73176,73030,0,1781.6,146,0,0,34,7317.6,7303,0,14.6,141.5,488561,299517,189044,61,39078.4
6701,6356,1993-12-08,95400,36,2650,"A",49,"weekly",268,1576,1396,180,0,0,1396,180,0,0,15,30,0,0,30,135,485847,256149,229698,32,27667
6706,6357,1998-07-12,64860,60,1081,"C",38,"monthly",561,42518.4,3156,39362.4,27748,11410,3156,204.4,0,0,60,2811.6,1982,815,14.6,199.4,473976.5,282202.5,191774,72,54222.1
6715,6358,1995-01-14,137880,60,2298,"D",48,"weekly",486,1873.9,1543.9,330,0,0,1543.9,330,0,0,26,30,0,0,30,120.1,534265,276509,257756,63,19966.8
6738,6362,1995-10-31,37908,12,3159,"A",62,"monthly",460,2387.7,2241.7,146,0,0,2241.7,146,0,0,24,14.6,0,0,14.6,218.1,566510,305264,261246,52,46113.5
6792,6377,1997-03-17,17184,12,1432,"A",1,"monthly",310,25062.5,1316.9,23745.6,21120,2538,1316.9,87.6,0,0,28,3957.6,3520,423,14.6,115.8,237630,150416,87214,42,40773.2
6856,6386,1997-04-30,124344,36,3454,"C",43,"monthly",620,164245.8,2123.6,162122.2,43469,118405,2123.6,248.2,0,0,71,9536.6,2557,6965,14.6,178.2,760807,493628,267179,77,66449.9
6902,6399,1997-12-21,49320,36,1370,"C",60,"monthly",425,39220.7,1709.3,37511.4,37380,0,1709.3,131.4,0,0,32,3752.6,3738,0,14.6,122.7,272829,167659,105170,49,26686.8
6922,6402,1998-12-06,139488,24,5812,"C",3,"weekly",573,3970.6,3550.6,420,0,0,3550.6,420,0,0,32,30,0,0,30,299,1349704,697265,652439,72,47956.3
6924,6403,1995-12-05,194880,48,4060,"C",74,"monthly",552,67253.8,2859.4,64394.4,64190,0,2859.4,204.4,0,0,46,4599.6,4585,0,14.6,171.7,857984,475263,382721,67,31007
6930,6407,1994-05-26,25944,24,1081,"A",41,"monthly",260,1962.3,1903.9,58.4,0,0,1903.9,58.4,0,0,12,14.6,0,0,14.6,282.7,394113.5,230833.5,163280,25,69398.9
6950,6415,1997-02-12,475680,48,9910,"C",36,"monthly",123,406.4,406.4,0,0,0,406.4,0,0,0,3,0,0,0,0,191.6,159899,102999,56900,9,46505.3
6985,6421,1996-07-25,96768,36,2688,"C",38,"monthly",364,94545.9,2274.7,92271.2,92169,0,2274.7,102.2,0,0,25,13181.6,13167,0,14.6,178.2,779573,453483,326090,41,37396.4
7045,6435,1997-06-16,288720,48,6015,"C",51,"monthly",172,819.6,805,14.6,0,0,805,14.6,0,0,6,14.6,0,0,14.6,217.2,368598,234998,133600,15,102188.4
7049,6436,1998-05-22,495180,60,8253,"C",69,"monthly",222,1001.9,972.7,29.2,0,0,972.7,29.2,0,0,8,14.6,0,0,14.6,99.9,710692,371992,338700,23,34235.5
7052,6437,1997-11-09,63972,36,1777,"D",55,"after_transaction",115,212.6,212.6,0,0,0,212.6,0,0,0,3,0,0,0,0,106.1,53240,46040,7200,8,39052.7
7082,6442,1998-02-08,194160,48,4045,"C",57,"monthly",520,78426.4,1748.2,76678.2,76308,195,1748.2,175.2,0,0,53,6388.6,6359,15,14.6,82.8,367916,236280,131636,80,29713.9
7099,6450,1998-06-10,234336,48,4882,"C",1,"monthly",659,16818.2,3054,13764.2,4012,9504,3054,248.2,0,0,73,778.6,236,528,14.6,112.1,1341961,709478,632483,96,66284.9
7123,6456,1993-12-09,47016,12,3918,"A",64,"after_transaction",239,60208.4,1484.4,58724,58324,0,1484.4,400,0,0,16,14681,14581,0,100,282.9,454385,285199,169186,26,58773.2
7133,6460,1994-11-06,48672,36,1352,"A",1,"monthly",415,26519.9,1206.5,25313.4,24147,1035,1206.5,131.4,0,0,40,2812.6,2683,115,14.6,100,126497,86857,39640,57,23110
7136,6461,1996-09-19,74124,36,2059,"C",12,"weekly",529,21371.3,3144.3,18227,11880,6017,3144.3,330,0,0,48,1657,1080,547,30,173.6,1079511,560126,519385,74,25658
7156,6464,1998-04-16,49488,24,2062,"C",71,"monthly",217,1578.8,1535,43.8,0,0,1535,43.8,0,0,10,14.6,0,0,14.6,207.1,310417,184191,126226,22,59456.1
7176,6468,1997-11-30,203940,60,3399,"C",1,"monthly",358,44756.5,1898.9,42857.6,42770,0,1898.9,87.6,0,0,23,6124.6,6110,0,14.6,184.9,481360,286700,194660,31,51081.3
7180,6469,1998-11-17,99744,24,4156,"C",7,"weekly",523,107937.8,2420.8,105517,105157,0,2420.8,360,0,0,41,8119,8089,0,30,219,776827,475901,300926,61,71878.9
7181,6470,1998-05-17,49872,12,4156,"C",77,"after_transaction",684,112424.2,4358.2,108066,105630,336,4358.2,2100,0,0,85,5146,5030,16,100,343.1,1184094,682158,501936,130,76514.2
7184,6471,1996-08-04,155640,24,6485,"A",5,"monthly",412,39309.4,2053,37256.4,30906,6219,2053,131.4,0,0,40,4139.6,3434,691,14.6,187.9,569048,322373,246675,65,40494.6
7190,6474,1995-06-06,63360,60,1056,"C",49,"monthly",638,88992.6,2455,86537.6,86304,0,2455,233.6,0,0,52,5408.6,5394,0,14.6,107.9,289638,199678,89960,67,25635
7240,6486,1998-01-15,152160,60,2536,"C",17,"monthly",632,148863.8,2454.2,146409.6,146176,0,2454.2,233.6,0,0,52,9150.6,9136,0,14.6,97.4,550902,357422,193480,69,19986.6
